restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,postalCode_clean,latitude,longitude,region
Borgo San Jacopo,borgo San Jacopo 62 r,Firenze,50125, Italy,€€€€,"Modern Cuisine, Classic Cuisine","Housed within the Hotel Lungarno, one of the most charming hotels in the city, this restaurant boasts the same elegant and exclusive style as the hotel. Chef Claudio Mengoni is at the helm here, having gained experience working in various Michelin-starred restaurants before returning home to Florence about three years ago. Here, he transforms carefully chosen Italian ingredients into refined fish, meat and vegetable dishes which respect the seasons and are beautifully presented. Sommelier Salvatore Biscotti is responsible for the excellent wine selection, which includes around a thousand different labels featuring renowned estates and small producers alike. It’s well worth booking one of the few romantic tables overlooking the Arno.","['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 055 281661,https://www.lungarnocollection.com/it/borgo-san-jacopo/,50125,43.764482129347826,11.251091242391304,Toscana
Maeba Restaurant,contrada Serra 29,Ariano Irpino,83031, Italy,€€€,Italian Contemporary,"This charming restaurant is built on the site of an old 18C olive oil mill (part of which is still used as a convivial wine cellar) in a secluded and tranquil location. The rest of the building is modern, elegant and colourful, while the delightful outdoor space boasts a garden overlooking the surrounding hills and olive trees. Since early 2024, a former sous-chef here has returned to take over at the helm in the kitchen, where he creates dishes that mirror the modern simplicity of the setting. He offers a carefully prepared blind tasting menu (booking ahead is mandatory and you choose your number of courses when you book) that focuses on local ingredients and makes ample use of vegetables.","['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 334 372 7749,https://www.maeba.it/,83031,41.1475849,15.08751315,Campania
Trattoria del Nuovo Macello,via Cesare Lombroso 20,Milano,20137, Italy,€€,"Lombardian, Modern Cuisine","Named after the slaughterhouse opened opposite the premises in 1927, this restaurant was taken over 30 years later by the grandfather of one of the current partners, as he was convinced that the restaurant’s busy location would contribute to its success – and he wasn’t wrong! The traditional, regional cuisine served here is reinterpreted with a contemporary flavour and includes delicious specialities such as cotoletta alla milanese made from meat matured for 40 days.",['Air conditioning'],"['Mastercard', 'Visa']",+39 02 5990 2122,https://www.trattoriadelnuovomacello.it/,20137,45.46211496624204,9.219069250955414,Lombardia
MU Dimsum,via Aminto Caretto 3,Milano,20124, Italy,€€,"Chinese Contemporary, Cantonese",This Chinese restaurant run by owner Suili Zhou has a beautiful and elegant ambience in which the chef is keen to introduce guests to the authentic culinary traditions of his homeland via a selection of refined dishes. You’ll also find an interesting choice of teas – served in traditional style at your table – plus a selection of champagnes and Italian sparkling wines.,"['Air conditioning', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 338 358 2658,https://mudimsum.it/it/,20124,45.48416086156015,9.20137607824248,Lombardia
Trattoria Ai Due Platani,via Budellungo 104/a,Parma,43123, Italy,€,"Emilian, Traditional Cuisine","Situated in a country setting just outside the town, this is one of the most famous restaurants in the province, so booking well in advance is highly recommended. Here, you’ll find cuisine with its roots in the region reinterpreted with a touch of creativity, with dishes that are presented in contemporary style. There’s an impressive selection of cured hams and the fresh pasta (including pumpkin or potato tortelli) is legendary, as is the ice-cream with freshly whipped cream.","['Air conditioning', 'Terrace']","['Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 0521 645626,https://www.aidueplatani.com/,43123,44.785363719607844,10.349953864705883,Emilia-Romagna
Linfa,piazza Sant'Agostino 19a,San Gimignano,53037, Italy,€€€€,"Creative, Country cooking","This restaurant is situated right in the historic centre of San Gimignano, yet slightly away from its main streets. Culture and a strong connection to the region are perfect companions to the fine flavours that chef Vincenzo Martella translates into delicious fish and meat dishes, often casually combining these different ingredients in the same dish. The beautiful presentation and attention to detail is echoed in the contemporary works of art that adorn the walls. Highly professional yet friendly service, with staff happy to offer recommendations, including assisting with your choice of wine.","['Air conditioning', 'Interesting wine list', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0577 891151,https://www.mktn.it/linfa,53037,43.46311977468355,11.042788041772152,Toscana
El Brite di Larieto,Località Larieto,Cortina d'Ampezzo, Cortina d'Ampezzo,32043,€€€,"Alpine, Traditional Cuisine","If SanBrite boasts a collection of Michelin stars (a classic star for its cuisine and a green star for its sustainable approach), it’s also thanks to this agriturismo’s location in a small larch wood, where it is surrounded by the spectacular Dolomites. Opened 20 years ago and renovated over the years, this smart agriturismo is also home to a stable annexe, where its restaurant celebrates the flavours of Alpine culinary traditions in its meat and charcuterie, cheeses, creamy butter and ice cream, as well as herbs, berries and other local ingredients.","['Car park', 'Garden or park', 'Great view', 'Terrace']","['Mastercard', 'Visa']",+39 368 700 8083,https://www.elbritedelarieto.com/, Cortina d'Ampezzo,46.5383332,12.1373506,Veneto
Palazzo Branciforte,via Bara all'Olivella 2,Palermo,90133, Italy,€€€,"Italian, Modern Cuisine","A relaxing oasis in the city centre which offers friendly service from staff who obviously want to ensure that your experience here is memorable. The dishes served are carefully prepared and full of flavour, boasting the occasional modern touch yet also inspired by local traditions. Try the ""Capricciosa vista mare"": toasted black bread with capers and oregano served with red prawn, dried tomato, artichokes, basil and buffalo mozzarella mousse.","['Air conditioning', 'Terrace']","['Amex', 'Unionpay', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 091 321748,http://www.ristorantepalazzobranciforte.it,90133,38.11808813697479,13.36443960420168,Sicilia
Casa Bertini,via le Grazie 7b,Recanati,62019, Italy,€€€,"Modern Cuisine, Country cooking","This unexpected gourmet restaurant is housed in a sports centre just outside the historic centre of Recanati, birthplace of famous Italian poet Giacomo Leopardi. At the helm in the kitchen, young, talented chef Andrea Bertini has returned to his native region where he reinterprets the traditions of the Marche (especially meat) to create light, simple and unfussy dishes. The same simple style is echoed in the decor, which is elegant and very understated.","['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']","['Mastercard', 'Visa']",+39 071 236 3289,http://www.ristorantecasabertini.it,62019,43.402551028831724,13.546253006305824,Marche
Li Jalantuùmene,piazza de Galganis 9,Monte Sant'Angelo,71037, Italy,€€€,"Apulian, Modern Cuisine","This rustic restaurant is faithful to the culinary traditions of the area, with an added spirit of discovery. It is located in a charming square. Pleasant outdoor area for summertime.",['Terrace'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0884 565484,https://www.li-jalantuumene.it/,71037,41.69373783,15.951011130000001,Puglia
Brezza fish and chill,Via Marina 24,Soverato,88068, Italy,€,"Seafood, Fish and Chips","An alternative eatery amid the Abruzzo dining options, situated on the beautiful seafront promenade at Soverato. The idea is simple: fish takes centre stage, served in rolls, on ""broast"" and “friselle” bread, as well as raw or fried, although generous salads and delicious desserts are also available. The ingredients, full of flavour and always simply prepared, result in copious and colourful dishes. Good quality wine is available by the glass, plus a fine choice of cocktails which is enhanced in the evening by the addition of creative home-made options. Friendly female staff, plus excellent background music. A pleasant address serving quality food at very reasonable prices!","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0967 620802,https://www.brezzafishnchill.com/,88068,38.687027472000004,16.547051152,Calabria
Anna Stuben,via Vidalong 3,Ortisei,39046, Italy,€€€€,Creative,"Although many brilliant “Anna’s” have cooked in this family-run restaurant over the years, for the past ten years there has been a superb male chef – Reimund Brunner – at the helm. The romantic ambience of the two Stube-style dining rooms is now famous, having become one of the places that you want to visit every time you return to the Val Gardena. The cuisine is inspired by the Alto Adige, yet also remains open to ingredients from further afield, including fish and seafood, in dishes which are lighter and fresh in style with a reduced use of butter and sugar. The service is excellent and highly attentive to guests’ needs, while the talented sommelier is always on hand to offer recommendations with a smile. Last but not least, the restaurant is housed within the Alpine-style Grödnerhof Hotel & Spa, which offers classically elegant guestrooms which pay little heed to passing trends.",['Interesting wine list'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0471 796315,https://www.gardena.it/it/ristorante-anna-stuben.asp,39046,46.5907648,11.684732965288529,Trentino-Alto Adige
Osteria del Benedet,via Roma 2,Delebio,23014, Italy,€€,Modern Cuisine,"Once an old inn, this family-run restaurant now occupies two floors with the wine bar on the ground floor and the dining rooms above. Inspired by traditional cuisine the dishes here are reinterpreted in modern style with plenty of character. The excellent wine list makes this a good choice for wine aficionados.","['Air conditioning', 'Interesting wine list']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0342 696096,https://www.osteriadelbenedet.com,23014,46.13530873636364,9.46108000909091,Lombardia
